   -9.950248756218906e-01    3.282413116718879e+00
   -9.850746268656716e-01    2.892258093093874e+00
   -9.751243781094527e-01    2.712790315335478e+00
   -9.651741293532339e-01    2.594190142066076e+00
   -9.552238805970149e-01    2.504508171714927e+00
   -9.452736318407960e-01    2.431508123345622e+00
   -9.353233830845771e-01    2.369212595025375e+00
   -9.253731343283582e-01    2.314261876587632e+00
   -9.154228855721394e-01    2.264584500753818e+00
   -9.054726368159204e-01    2.218816213176336e+00
   -8.955223880597015e-01    2.176012974011602e+00
   -8.855721393034826e-01    2.135495925650985e+00
   -8.756218905472637e-01    2.096761700263153e+00
   -8.656716417910448e-01    2.059427625704966e+00
   -8.557213930348259e-01    2.023196744593546e+00
   -8.457711442786070e-01    1.987834624771939e+00
   -8.358208955223880e-01    1.953153525569919e+00
   -8.258706467661692e-01    1.919001278489875e+00
   -8.159203980099503e-01    1.885253302331548e+00
   -8.059701492537313e-01    1.851806751243771e+00
   -7.960199004975125e-01    1.818576149273028e+00
   -7.860696517412935e-01    1.785490080485593e+00
   -7.761194029850746e-01    1.752488644906053e+00
   -7.661691542288558e-01    1.719521476769019e+00
   -7.562189054726368e-01    1.686546190347160e+00
   -7.462686567164178e-01    1.653527101909873e+00
   -7.363184079601990e-01    1.620434292896992e+00
   -7.263681592039801e-01    1.587242740680519e+00
   -7.164179104477613e-01    1.553931679391033e+00
   -7.064676616915423e-01    1.520484047344153e+00
   -6.965174129353233e-01    1.486886031294150e+00
   -6.865671641791045e-01    1.453126684788981e+00
   -6.766169154228856e-01    1.419197607354846e+00
   -6.666666666666667e-01    1.385092670708268e+00
   -6.567164179104478e-01    1.350807786650105e+00
   -6.467661691542288e-01    1.316340706934964e+00
   -6.368159203980099e-01    1.281690850540160e+00
   -6.268656716417911e-01    1.246859153484972e+00
   -6.169154228855722e-01    1.211847930918359e+00
   -6.069651741293532e-01    1.176660788389533e+00
   -5.970149253731343e-01    1.141302479782412e+00
   -5.870646766169154e-01    1.105778843150072e+00
   -5.771144278606966e-01    1.070096712856725e+00
   -5.671641791044777e-01    1.034263846434168e+00
   -5.572139303482587e-01    9.982888582048056e-01
   -5.472636815920398e-01    9.621811599902064e-01
   -5.373134328358209e-01    9.259509116743908e-01
   -5.273631840796020e-01    8.896089435085778e-01
   -5.174129353233831e-01    8.531667496086232e-01
   -5.074626865671642e-01    8.166364176727865e-01
   -4.975124378109452e-01    7.800305942185003e-01
   -4.875621890547264e-01    7.433624470364147e-01
   -4.776119402985075e-01    7.066456272119821e-01
   -4.676616915422885e-01    6.698942355096917e-01
   -4.577114427860697e-01    6.331227891129523e-01
   -4.477611940298507e-01    5.963461899246065e-01
   -4.378109452736318e-01    5.595796941591820e-01
   -4.278606965174130e-01    5.228388826916339e-01
   -4.179104477611940e-01    4.861396336512099e-01
   -4.079601990049752e-01    4.494980932283759e-01
   -3.980099502487562e-01    4.129306498045811e-01
   -3.880597014925373e-01    3.764539074661485e-01
   -3.781094527363185e-01    3.400846602739463e-01
   -3.681592039800995e-01    3.038398668758143e-01
   -3.582089552238806e-01    2.677366268227459e-01
   -3.482587064676617e-01    2.317921547752446e-01
   -3.383084577114428e-01    1.960237612997707e-01
   -3.283582089552238e-01    1.604488145192411e-01
   -3.184079601990050e-01    1.250847388278546e-01
   -3.084577114427861e-01    8.994897725352957e-02
   -2.985074626865671e-01    5.505897352865763e-02
   -2.885572139303483e-01    2.043214846577235e-02
   -2.786069651741293e-01   -1.391412100761769e-02
   -2.686567164179104e-01   -4.796252366553655e-02
   -2.587064676616916e-01   -8.169583533234931e-02
   -2.487562189054726e-01   -1.150969463351728e-01
   -2.388059701492538e-01   -1.481488562859230e-01
   -2.288557213930348e-01   -1.808347334078983e-01
   -2.189054726368159e-01   -2.131379086193403e-01
   -2.089552238805971e-01   -2.450419017893699e-01
   -1.990049751243781e-01   -2.765304411216264e-01
   -1.890547263681592e-01   -3.075874822485515e-01
   -1.791044776119403e-01   -3.381972270731427e-01
   -1.691542288557214e-01   -3.683441414460781e-01
   -1.592039800995025e-01   -3.980129740968675e-01
   -1.492537313432836e-01   -4.271887698707904e-01
   -1.393034825870647e-01   -4.558569016239983e-01
   -1.293532338308457e-01   -4.840030650634297e-01
   -1.194029850746269e-01   -5.116133131845733e-01
   -1.094527363184079e-01   -5.386740540346477e-01
   -9.950248756218905e-02   -5.651720877702037e-01
   -8.955223880597019e-02   -5.910946070301217e-01
   -7.960199004975121e-02   -6.164292149544168e-01
   -6.965174129353235e-02   -6.411639390876347e-01
   -5.970149253731338e-02   -6.652872447981549e-01
   -4.975124378109452e-02   -6.887880478896478e-01
   -3.980099502487566e-02   -7.116557272645051e-01
   -2.985074626865669e-02   -7.338801364428331e-01
   -1.990049751243783e-02   -7.554516148184129e-01
   -9.950248756218860e-03   -7.763609982954690e-01
    0.000000000000000e+00   -7.965996301185310e-01
    9.950248756218860e-03   -8.161593664000391e-01
    1.990049751243772e-02   -8.350325929387573e-01
    2.985074626865680e-02   -8.532122255641800e-01
    3.980099502487566e-02   -8.706917217606484e-01
    4.975124378109452e-02   -8.874650869671113e-01
    5.970149253731338e-02   -9.035268810369892e-01
    6.965174129353224e-02   -9.188722240352361e-01
    7.960199004975133e-02   -9.334968017184324e-01
    8.955223880597019e-02   -9.473968698065210e-01
    9.950248756218905e-02   -9.605692582331837e-01
    1.094527363184079e-01   -9.730113745060348e-01
    1.194029850746268e-01   -9.847212064921437e-01
    1.293532338308458e-01   -9.956973209899972e-01
    1.393034825870647e-01   -1.005938879842321e+00
    1.492537313432836e-01   -1.015445619253629e+00
    1.592039800995024e-01   -1.024217868286583e+00
    1.691542288557213e-01   -1.032256530564613e+00
    1.791044776119404e-01   -1.039563105450702e+00
    1.890547263681592e-01   -1.046139672048309e+00
    1.990049751243781e-01   -1.051988891738263e+00
    2.089552238805970e-01   -1.057114004901265e+00
    2.189054726368158e-01   -1.061518828778280e+00
    2.288557213930349e-01   -1.065207754055993e+00
    2.388059701492538e-01   -1.068185741097511e+00
    2.487562189054726e-01   -1.070458315792056e+00
    2.587064676616915e-01   -1.072031558453585e+00
    2.686567164179106e-01   -1.072912124829063e+00
    2.786069651741294e-01   -1.073107201820084e+00
    2.885572139303483e-01   -1.072624527727670e+00
    2.985074626865671e-01   -1.071472379832007e+00
    3.084577114427860e-01   -1.069659568111202e+00
    3.184079601990051e-01   -1.067195428563152e+00
    3.283582089552239e-01   -1.064089817489558e+00
    3.383084577114428e-01   -1.060353103277717e+00
    3.482587064676617e-01   -1.055996164086350e+00
    3.582089552238805e-01   -1.051030366091390e+00
    3.681592039800996e-01   -1.045467578419589e+00
    3.781094527363185e-01   -1.039320151429010e+00
    3.880597014925373e-01   -1.032600914632536e+00
    3.980099502487562e-01   -1.025323168625206e+00
    4.079601990049750e-01   -1.017500679824647e+00
    4.179104477611941e-01   -1.009147674334644e+00
    4.278606965174130e-01   -1.000278832432478e+00
    4.378109452736318e-01   -9.909092834249527e-01
    4.477611940298507e-01   -9.810546024234486e-01
    4.577114427860696e-01   -9.707308053020119e-01
    4.676616915422886e-01   -9.599543471781398e-01
    4.776119402985075e-01   -9.487421206455173e-01
    4.875621890547264e-01   -9.371114555451042e-01
    4.975124378109452e-01   -9.250801200788128e-01
    5.074626865671641e-01   -9.126663233851775e-01
    5.174129353233832e-01   -8.998887212269936e-01
    5.273631840796020e-01   -8.867664212949392e-01
    5.373134328358209e-01   -8.733189935111039e-01
    5.472636815920398e-01   -8.595664883624069e-01
    5.572139303482586e-01   -8.455294257495907e-01
    5.671641791044777e-01   -8.312288545651670e-01
    5.771144278606966e-01   -8.166863490940064e-01
    5.870646766169154e-01   -8.019240429343124e-01
    5.970149253731343e-01   -7.869646637885495e-01
    6.069651741293531e-01   -7.718315736163694e-01
    6.169154228855722e-01   -7.565488165056068e-01
    6.268656716417911e-01   -7.411411687318492e-01
    6.368159203980099e-01   -7.256342322968199e-01
    6.467661691542288e-01   -7.100544738062787e-01
    6.567164179104477e-01   -6.944293440784700e-01
    6.666666666666667e-01   -6.787873809885495e-01
    6.766169154228856e-01   -6.631583385708959e-01
    6.865671641791045e-01   -6.475733395626613e-01
    6.965174129353233e-01   -6.320650557175531e-01
    7.064676616915422e-01   -6.166679226680902e-01
    7.164179104477613e-01   -6.014183937683314e-01
    7.263681592039801e-01   -5.863552453000480e-01
    7.363184079601990e-01   -5.715199416371924e-01
    7.462686567164178e-01   -5.569570756155146e-01
    7.562189054726369e-01   -5.427148980067211e-01
    7.661691542288558e-01   -5.288459937903787e-01
    7.761194029850746e-01   -5.154080238822883e-01
    7.860696517412935e-01   -5.024647769696002e-01
    7.960199004975124e-01   -4.900873677760232e-01
    8.059701492537314e-01   -4.783557958065351e-01
    8.159203980099503e-01   -4.673609177169664e-01
    8.258706467661692e-01   -4.572069837863864e-01
    8.358208955223880e-01   -4.480149391836734e-01
    8.457711442786069e-01   -4.399267835846052e-01
    8.557213930348260e-01   -4.331114172159745e-01
    8.656716417910448e-01   -4.277726208333619e-01
    8.756218905472637e-01   -4.241601675917503e-01
    8.855721393034826e-01   -4.225856674538851e-01
    8.955223880597014e-01   -4.234457335078315e-01
    9.054726368159205e-01   -4.272569753659140e-01
    9.154228855721394e-01   -4.347107890314569e-01
    9.253731343283582e-01   -4.467630494574791e-01
    9.353233830845771e-01   -4.647891436811631e-01
    9.452736318407959e-01   -4.908709708809427e-01
    9.552238805970150e-01   -5.283779748340818e-01
    9.651741293532339e-01   -5.832965957785643e-01
    9.751243781094527e-01   -6.678714616150299e-01
    9.850746268656716e-01   -8.140596340699833e-01
    9.950248756218905e-01   -1.171687733114483e+00
